web-scraper-order,web-scraper-start-url,product-link,product-link-href,name,description,price,Main Image URL,Product Gallery Images,Product Gallery Images-src
VR Ready: Yes","$1,649.99","https://c1.neweggimages.com/ProductImageCompressAll60/83-360-518-04.jpg","[{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-518-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-518-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-518-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-518-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-518-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-518-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-518-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-518-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-518-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":null},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-518-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-518-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-518-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-518-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-518-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-518-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-518-11.jpg""}]",""

"1720633896-10","https://www.newegg.ca/Gaming-Desktops/SubCategory/ID-3742","Yeyian Gaming Desktop PHOENIX-GLASS Intel Core i7 14th Gen 14700KF NVIDIA GeForce RTX 4080 SUPER -AI Accelerated  32GB DDR5 RGB 6000MHz 2 TB SSD 240mm AIO Liquid 850W Gold PSU AC Wi-Fi Windows 11 Home","https://www.newegg.ca/yeyian-ypi-pg47kfc-48s1n-phoenix-glass/p/N82E16883630053","Yeyian Gaming Desktop PHOENIX-GLASS Intel Core i7 14th Gen 14700KF NVIDIA GeForce RTX 4080 SUPER -AI Accelerated  32GB DDR5 RGB 6000MHz 2 TB SSD 240mm AIO Liquid 850W Gold PSU AC Wi-Fi Windows 11 Home 64-bit YPI-PG47KFC-48S1N","System with INTEL Core i7 14700KF CPU Processor.
NVIDIA Geforce RTX 4080 SUPER GDDR6 Graphics Card- AI Accelerated 
ASUS Intel Z790 D5 Wi-Fi  Chipset Motherboard.
2TB NVMe SSD.
32GB DDR5 6000MHz RGB Gaming memory.
240mm AIO Liquid cooling
Total with 6 x ARGB PWN Cooling system.
850W Gold Plus PSU.
WiFi : YES
VR Ready : YES
Window 11 Home instaled.
Fully covers 3Years Labor, 2Years Parts warranty.
All Yeyian Gaming PC assembled in USA.","$3,099.99","https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-07.jpg","[{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-053-12.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":null},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-053-12.jpg""}]",""

"1720633899-11","https://www.newegg.ca/Gaming-Desktops/SubCategory/ID-3742","Yeyian Gaming Desktop PHOENIX GLASS Intel Core i7 14th Gen 14700KF (3.40GHz) NVIDIA GeForce RTX 4070 Ti SUPER AI Accelerated 32GB DDR5 1 TB SSD 240mm AIO Liquid 750W AC Wi-Fi Windows 11 Home 64-bit -Y","https://www.newegg.ca/yeyian-ypi-pg47kfc-47y1n-phoenix-glass/p/N82E16883630051","Yeyian Gaming Desktop PHOENIX GLASS Intel Core i7 14th Gen 14700KF (3.40GHz) NVIDIA GeForce RTX 4070 Ti SUPER AI Accelerated 32GB DDR5 1 TB SSD 240mm AIO Liquid 750W AC Wi-Fi Windows 11 Home 64-bit -YPI-PG47KFC-47Y1N","System with INTEL Core i7 14700F (3.40GHz) CPU Processor.
NVIDIA Geforce RTX 4070TI SUPER GDDR6 Graphics Card- AI Accelerated 
ASUS Intel Z790 Chipset Motherboard.
1TB NVMe SSD.
32GB DDR5 5600MHz Gaming memory.
240mm AIO Liquid cooling
Total with 6 x ARGB PWN Cooling system.
750W Gold Plus PSU.
WiFi : YES
VR Ready : YES
Window 11 Home instaled.
Fully covers 3Years Labor, 2Years Parts warranty.
All Yeyian Gaming PC assembled in USA.","$2,399.99","https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-07.jpg","[{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-051-12.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":null},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-051-12.jpg""}]",""

"1720633901-12","https://www.newegg.ca/Gaming-Desktops/SubCategory/ID-3742","ABS Eurus Aqua High Performance Gaming PC - Intel i9 14900KF - GeForce RTX 4090 - DLSS 3 - AI-Powered Performance - 32GB DDR5 6000MHz - 2TB M.2 NVMe SSD - EA14900KF4090-2","https://www.newegg.ca/abs-ea14900kf4090-2-eurus-aqua/p/N82E16883360446","ABS Eurus Aqua High Performance Gaming PC - Intel i9 14900KF - GeForce RTX 4090 - DLSS 3 - AI-Powered Performance - 32GB DDR5 6000MHz - 2TB M.2 NVMe SSD - EA14900KF4090-2","Operating System: Windows 11 Home
CPU: Intel Core i9 14900KF 8 P-Core, 16 E-Core, 32-Thread
GPU: Gigabyte RTX 4090 Windforce V2 with support for DLSS 3.0 - AI-Powered Performance
Motherboard: Gigabyte Z790 UD-AC
RAM: TeamGroup Delta RGB 32GB DDR5 6000 MHz (2x16GB)
SSD: Kingston 2TB NVMe SSD
CPU Cooler: EKWB 280MM Liquid Cooler
PSU: ABS Cyclops 1000W Gold ATX 3.0	
Case: ABS Eurus 570 Obsidian Black
Dimension: 19.17"" x 8.50"" x 18.25""
Wi-Fi: Wi-Fi 5
Bluetooth: Bluetooth 4.2
VR Ready: Yes","$4,699.99","https://c1.neweggimages.com/ProductImageCompressAll60/83-360-446-09.jpg","[{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-446-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-446-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-446-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-446-12.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-446-13.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-446-14.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-446-15.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-446-16.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-446-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":null},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-446-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-446-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-446-12.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-446-13.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-446-14.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-446-15.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-446-16.jpg""}]",""

"1720633904-13","https://www.newegg.ca/Gaming-Desktops/SubCategory/ID-3742","YEYIAN Gaming PC Phoenix Glass GeForce RTX 4080 Super - AI Accelerated Intel Core i7 13700F 32GB DDR5 6000MHz RGB 240mm AIO 1TB SSD 850W PSU Windows 11 Home - YPI-PG37F0C-48S1N","https://www.newegg.ca/yeyian-ypi-pg37f0c-48s1n-phoenix-glass/p/N82E16883630056","YEYIAN Gaming PC Phoenix Glass GeForce RTX 4080 Super - AI Accelerated Intel Core i7 13700F 32GB DDR5 6000MHz RGB 240mm AIO 1TB SSD 850W PSU Windows 11 Home - YPI-PG37F0C-48S1N","Operation System with Intel Core i7 13th Gen 13700F (2.10GHz)
NVIDIA Geforce RTX 4080 SUPER 16GB GDDR6X (MSI) - AI Accelerated
B760 ATX (MSI) Motherboard
1 TB NVMe SSD
DDR5 32GB 6000MHz RGB memory
240mm AIO Liquid cooling
850W Gold + Power Supply
Total with 6 ARGB PWM Fans for Maximum Air Flow
PHOENIX – GLASS case
Wireless – WiFi & Bluetooth 
Windows 11 Home 64-bit
Virtual Reality Ready
BEST WARRANTY COVERAGE IN CLASS: YEYIAN Silver Shield Warranty Included for Every YEYIAN Gaming PC Purchase
Fully Covers 3 Year Labor, 2 Year Parts, 1 Year Shipping & Handling within 48 US States with Lifetime Technical Support","$2,799.99","https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-08.jpg","[{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-12.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-630-056-13.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":null},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-09.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-11.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-12.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-630-056-13.jpg""}]",""

"1720633906-14","https://www.newegg.ca/Gaming-Desktops/SubCategory/ID-3742","ABS Stratos Aqua Gaming PC - Intel i5 14400F - GeForce RTX 4060 Ti 8GB - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 1TB M.2 NVMe SSD - SA14400F4060TI","https://www.newegg.ca/abs-sa14400f4060ti-stratos-aqua/p/N82E16883360464","ABS Stratos Aqua Gaming PC - Intel i5 14400F - GeForce RTX 4060 Ti 8GB - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 1TB M.2 NVMe SSD - SA14400F4060TI","Operating System: Windows 11 Home
CPU: Intel Core i5 14400F 6 P-Core, 4 E-Core, 16-Thread Processor
GPU: MSI GeForce RTX 4060 TI Ventus 2X OC 8G with support for DLSS 3.5 - AI-Powered Performance 
Motherboard: MSI B760-VC Motherboard
RAM: TeamGroup Delta RGB 32GB DDR5 6000 MHz (2x16GB)
SSD: Kingston 1TB M.2 NVMe SSD
CPU Cooler: Intel RM1 Air Cooler
PSU: Thermaltake 600W 80+ Gold
Case: ABS Stratos S200 Obsidian Black
Dimension: 18.11"" x 8.27"" x 15.56"" 
Wi-Fi: Wi-Fi 5
Bluetooth: Bluetooth 5.1
VR Ready: Yes","$1,899.99","https://c1.neweggimages.com/ProductImageCompressAll60/83-360-464-01.jpg","[{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-464-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-464-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-464-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-464-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-464-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-464-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-464-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-360-464-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-464-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":null},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-464-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-464-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-464-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-464-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-464-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-464-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-360-464-08.jpg""}]",""

"1720633911-15","https://www.newegg.ca/Gaming-Desktops/SubCategory/ID-3742","MSI Gaming Desktop Codex R2 B14NUD7-096US Intel Core i7 14th Gen 14700F (2.10GHz) 32GB DDR5 2 TB PCIe SSD GeForce RTX 4060 Ti Windows 11 Home 64-bit","https://www.newegg.ca/msi-codex-r3-14nud7-096us/p/N82E16883151413","MSI Gaming Desktop Codex R2 B14NUD7-096US Intel Core i7 14th Gen 14700F (2.10GHz) 32GB DDR5 2 TB PCIe SSD GeForce RTX 4060 Ti Windows 11 Home 64-bit","Intel Core i7 14th Gen 14700F (2.10GHz) 
32GB DDR5 
2 TB PCIe SSD 
Windows 11 Home 64-bit 
GeForce RTX 4060 Ti 8 GB GDDR6 
Virtual Reality Ready","$1,899.00","https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-01.jpg","[{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-151-398-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-151-398-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-151-398-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-151-398-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-151-398-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-151-398-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-151-398-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-151-398-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImage/83-151-398-10.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-01.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":null},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-02.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-03.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-04.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-05.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-06.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-07.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-08.jpg""},{""Product Gallery Images"":"""",""Product Gallery Images-src"":""https://c1.neweggimages.com/ProductImageCompressAll60/83-151-398-10.jpg""}]",""

"1720633916-16","https://www.newegg.ca/Gaming-Desktops/SubCategory/ID-3742","Skytech Eclipse Gaming PC Desktop - INTEL Core i9 13900K 3.0 GHz, NVIDIA RTX 4070, 1TB NVME Gen4 SSD, 32GB DDR5 RAM RGB, 850W GOLD PSU, 360mm AIO, 11 AC Wi-Fi, Windows 11 Home 64-bit","https://www.newegg.ca/p/N82E16883289347","Skytech Eclipse Gaming PC Desktop - INTEL Core i9 13900K 3.0 GHz, NVIDIA RTX 4070, 1TB NVME Gen4 SSD, 32GB DDR5 RAM RGB, 850W GOLD PSU, 360mm AIO, 11 AC Wi-Fi, Windows 11 Home 64-bit","NVIDIA GeForce RTX 4070 Laptop GPU 
Intel Core i9 13th Gen 13900K
